timestamp,datetime_utc,scene_id,split,eligible,valid_keypoints,height,width,depth_path,confidence_path,pose_path,drop_reason
1751163429,2025-06-29T02:17:09Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163429.npy,data/raw/arducam/confidence/1751163429.npy,data/processed/arducam/pose_coco17/1751163429.json,
1751163430,2025-06-29T02:17:10Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163430.npy,data/raw/arducam/confidence/1751163430.npy,data/processed/arducam/pose_coco17/1751163430.json,
1751163431,2025-06-29T02:17:11Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163431.npy,data/raw/arducam/confidence/1751163431.npy,data/processed/arducam/pose_coco17/1751163431.json,
1751163432,2025-06-29T02:17:12Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163432.npy,data/raw/arducam/confidence/1751163432.npy,data/processed/arducam/pose_coco17/1751163432.json,
1751163433,2025-06-29T02:17:13Z,scene_002,train,true,13,180,240,data/raw/arducam/depth/1751163433.npy,data/raw/arducam/confidence/1751163433.npy,data/processed/arducam/pose_coco17/1751163433.json,
1751163434,2025-06-29T02:17:14Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163434.npy,data/raw/arducam/confidence/1751163434.npy,data/processed/arducam/pose_coco17/1751163434.json,
1751163435,2025-06-29T02:17:15Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163435.npy,data/raw/arducam/confidence/1751163435.npy,data/processed/arducam/pose_coco17/1751163435.json,
1751163436,2025-06-29T02:17:16Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163436.npy,data/raw/arducam/confidence/1751163436.npy,data/processed/arducam/pose_coco17/1751163436.json,
1751163437,2025-06-29T02:17:17Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163437.npy,data/raw/arducam/confidence/1751163437.npy,data/processed/arducam/pose_coco17/1751163437.json,
1751163438,2025-06-29T02:17:18Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163438.npy,data/raw/arducam/confidence/1751163438.npy,data/processed/arducam/pose_coco17/1751163438.json,
1751163439,2025-06-29T02:17:19Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163439.npy,data/raw/arducam/confidence/1751163439.npy,data/processed/arducam/pose_coco17/1751163439.json,
1751163440,2025-06-29T02:17:20Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163440.npy,data/raw/arducam/confidence/1751163440.npy,data/processed/arducam/pose_coco17/1751163440.json,
1751163441,2025-06-29T02:17:21Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163441.npy,data/raw/arducam/confidence/1751163441.npy,data/processed/arducam/pose_coco17/1751163441.json,
1751163442,2025-06-29T02:17:22Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163442.npy,data/raw/arducam/confidence/1751163442.npy,data/processed/arducam/pose_coco17/1751163442.json,
1751163443,2025-06-29T02:17:23Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163443.npy,data/raw/arducam/confidence/1751163443.npy,data/processed/arducam/pose_coco17/1751163443.json,
1751163444,2025-06-29T02:17:24Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163444.npy,data/raw/arducam/confidence/1751163444.npy,data/processed/arducam/pose_coco17/1751163444.json,
1751163445,2025-06-29T02:17:25Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163445.npy,data/raw/arducam/confidence/1751163445.npy,data/processed/arducam/pose_coco17/1751163445.json,
1751163446,2025-06-29T02:17:26Z,scene_002,train,true,14,180,240,data/raw/arducam/depth/1751163446.npy,data/raw/arducam/confidence/1751163446.npy,data/processed/arducam/pose_coco17/1751163446.json,
1751163447,2025-06-29T02:17:27Z,scene_002,train,true,12,180,240,data/raw/arducam/depth/1751163447.npy,data/raw/arducam/confidence/1751163447.npy,data/processed/arducam/pose_coco17/1751163447.json,
1751163449,2025-06-29T02:17:29Z,scene_002,train,true,13,180,240,data/raw/arducam/depth/1751163449.npy,data/raw/arducam/confidence/1751163449.npy,data/processed/arducam/pose_coco17/1751163449.json,
1751163450,2025-06-29T02:17:30Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163450.npy,data/raw/arducam/confidence/1751163450.npy,data/processed/arducam/pose_coco17/1751163450.json,
1751163451,2025-06-29T02:17:31Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163451.npy,data/raw/arducam/confidence/1751163451.npy,data/processed/arducam/pose_coco17/1751163451.json,
1751163452,2025-06-29T02:17:32Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163452.npy,data/raw/arducam/confidence/1751163452.npy,data/processed/arducam/pose_coco17/1751163452.json,
1751163453,2025-06-29T02:17:33Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163453.npy,data/raw/arducam/confidence/1751163453.npy,data/processed/arducam/pose_coco17/1751163453.json,
1751163454,2025-06-29T02:17:34Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163454.npy,data/raw/arducam/confidence/1751163454.npy,data/processed/arducam/pose_coco17/1751163454.json,
1751163455,2025-06-29T02:17:35Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163455.npy,data/raw/arducam/confidence/1751163455.npy,data/processed/arducam/pose_coco17/1751163455.json,
1751163456,2025-06-29T02:17:36Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163456.npy,data/raw/arducam/confidence/1751163456.npy,data/processed/arducam/pose_coco17/1751163456.json,
1751163457,2025-06-29T02:17:37Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163457.npy,data/raw/arducam/confidence/1751163457.npy,data/processed/arducam/pose_coco17/1751163457.json,
1751163458,2025-06-29T02:17:38Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163458.npy,data/raw/arducam/confidence/1751163458.npy,data/processed/arducam/pose_coco17/1751163458.json,
1751163459,2025-06-29T02:17:39Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163459.npy,data/raw/arducam/confidence/1751163459.npy,data/processed/arducam/pose_coco17/1751163459.json,
1751163460,2025-06-29T02:17:40Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163460.npy,data/raw/arducam/confidence/1751163460.npy,data/processed/arducam/pose_coco17/1751163460.json,
1751163461,2025-06-29T02:17:41Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163461.npy,data/raw/arducam/confidence/1751163461.npy,data/processed/arducam/pose_coco17/1751163461.json,
1751163462,2025-06-29T02:17:42Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163462.npy,data/raw/arducam/confidence/1751163462.npy,data/processed/arducam/pose_coco17/1751163462.json,
1751163463,2025-06-29T02:17:43Z,scene_002,train,true,13,180,240,data/raw/arducam/depth/1751163463.npy,data/raw/arducam/confidence/1751163463.npy,data/processed/arducam/pose_coco17/1751163463.json,
1751163464,2025-06-29T02:17:44Z,scene_002,train,true,13,180,240,data/raw/arducam/depth/1751163464.npy,data/raw/arducam/confidence/1751163464.npy,data/processed/arducam/pose_coco17/1751163464.json,
1751163465,2025-06-29T02:17:45Z,scene_002,train,true,13,180,240,data/raw/arducam/depth/1751163465.npy,data/raw/arducam/confidence/1751163465.npy,data/processed/arducam/pose_coco17/1751163465.json,
1751163466,2025-06-29T02:17:46Z,scene_002,train,true,13,180,240,data/raw/arducam/depth/1751163466.npy,data/raw/arducam/confidence/1751163466.npy,data/processed/arducam/pose_coco17/1751163466.json,
1751163467,2025-06-29T02:17:47Z,scene_002,train,true,16,180,240,data/raw/arducam/depth/1751163467.npy,data/raw/arducam/confidence/1751163467.npy,data/processed/arducam/pose_coco17/1751163467.json,
1751163468,2025-06-29T02:17:48Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163468.npy,data/raw/arducam/confidence/1751163468.npy,data/processed/arducam/pose_coco17/1751163468.json,
1751163469,2025-06-29T02:17:49Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163469.npy,data/raw/arducam/confidence/1751163469.npy,data/processed/arducam/pose_coco17/1751163469.json,
1751163470,2025-06-29T02:17:50Z,scene_002,train,true,17,180,240,data/raw/arducam/depth/1751163470.npy,data/raw/arducam/confidence/1751163470.npy,data/processed/arducam/pose_coco17/1751163470.json,
1751163471,2025-06-29T02:17:51Z,scene_002,train,true,16,180,240,data/raw/arducam/depth/1751163471.npy,data/raw/arducam/confidence/1751163471.npy,data/processed/arducam/pose_coco17/1751163471.json,
1751163472,2025-06-29T02:17:52Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163472.npy,data/raw/arducam/confidence/1751163472.npy,data/processed/arducam/pose_coco17/1751163472.json,
1751163473,2025-06-29T02:17:53Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163473.npy,data/raw/arducam/confidence/1751163473.npy,data/processed/arducam/pose_coco17/1751163473.json,
1751163474,2025-06-29T02:17:54Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163474.npy,data/raw/arducam/confidence/1751163474.npy,data/processed/arducam/pose_coco17/1751163474.json,
1751163475,2025-06-29T02:17:55Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163475.npy,data/raw/arducam/confidence/1751163475.npy,data/processed/arducam/pose_coco17/1751163475.json,
1751163476,2025-06-29T02:17:56Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163476.npy,data/raw/arducam/confidence/1751163476.npy,data/processed/arducam/pose_coco17/1751163476.json,
1751163477,2025-06-29T02:17:57Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163477.npy,data/raw/arducam/confidence/1751163477.npy,data/processed/arducam/pose_coco17/1751163477.json,
1751163478,2025-06-29T02:17:58Z,scene_002,train,true,16,180,240,data/raw/arducam/depth/1751163478.npy,data/raw/arducam/confidence/1751163478.npy,data/processed/arducam/pose_coco17/1751163478.json,
1751163479,2025-06-29T02:17:59Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163479.npy,data/raw/arducam/confidence/1751163479.npy,data/processed/arducam/pose_coco17/1751163479.json,
1751163480,2025-06-29T02:18:00Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163480.npy,data/raw/arducam/confidence/1751163480.npy,data/processed/arducam/pose_coco17/1751163480.json,
1751163481,2025-06-29T02:18:01Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163481.npy,data/raw/arducam/confidence/1751163481.npy,data/processed/arducam/pose_coco17/1751163481.json,
1751163482,2025-06-29T02:18:02Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163482.npy,data/raw/arducam/confidence/1751163482.npy,data/processed/arducam/pose_coco17/1751163482.json,
1751163483,2025-06-29T02:18:03Z,scene_002,train,true,15,180,240,data/raw/arducam/depth/1751163483.npy,data/raw/arducam/confidence/1751163483.npy,data/processed/arducam/pose_coco17/1751163483.json,
