timestamp,datetime_utc,scene_id,split,eligible,valid_keypoints,height,width,depth_path,confidence_path,pose_path,drop_reason
1751160892,2025-06-29T01:34:52Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160892.npy,data/raw/arducam/confidence/1751160892.npy,data/processed/arducam/pose_coco17/1751160892.json,
1751160893,2025-06-29T01:34:53Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160893.npy,data/raw/arducam/confidence/1751160893.npy,data/processed/arducam/pose_coco17/1751160893.json,
1751160894,2025-06-29T01:34:54Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160894.npy,data/raw/arducam/confidence/1751160894.npy,data/processed/arducam/pose_coco17/1751160894.json,
1751160895,2025-06-29T01:34:55Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160895.npy,data/raw/arducam/confidence/1751160895.npy,data/processed/arducam/pose_coco17/1751160895.json,
1751160896,2025-06-29T01:34:56Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160896.npy,data/raw/arducam/confidence/1751160896.npy,data/processed/arducam/pose_coco17/1751160896.json,
1751160897,2025-06-29T01:34:57Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160897.npy,data/raw/arducam/confidence/1751160897.npy,data/processed/arducam/pose_coco17/1751160897.json,
1751160898,2025-06-29T01:34:58Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160898.npy,data/raw/arducam/confidence/1751160898.npy,data/processed/arducam/pose_coco17/1751160898.json,
1751160899,2025-06-29T01:34:59Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160899.npy,data/raw/arducam/confidence/1751160899.npy,data/processed/arducam/pose_coco17/1751160899.json,
1751160900,2025-06-29T01:35:00Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160900.npy,data/raw/arducam/confidence/1751160900.npy,data/processed/arducam/pose_coco17/1751160900.json,
1751160901,2025-06-29T01:35:01Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160901.npy,data/raw/arducam/confidence/1751160901.npy,data/processed/arducam/pose_coco17/1751160901.json,
1751160902,2025-06-29T01:35:02Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160902.npy,data/raw/arducam/confidence/1751160902.npy,data/processed/arducam/pose_coco17/1751160902.json,
1751160903,2025-06-29T01:35:03Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160903.npy,data/raw/arducam/confidence/1751160903.npy,data/processed/arducam/pose_coco17/1751160903.json,
1751160904,2025-06-29T01:35:04Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160904.npy,data/raw/arducam/confidence/1751160904.npy,data/processed/arducam/pose_coco17/1751160904.json,
1751160905,2025-06-29T01:35:05Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160905.npy,data/raw/arducam/confidence/1751160905.npy,data/processed/arducam/pose_coco17/1751160905.json,
1751160906,2025-06-29T01:35:06Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160906.npy,data/raw/arducam/confidence/1751160906.npy,data/processed/arducam/pose_coco17/1751160906.json,
1751160907,2025-06-29T01:35:07Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160907.npy,data/raw/arducam/confidence/1751160907.npy,data/processed/arducam/pose_coco17/1751160907.json,
1751160908,2025-06-29T01:35:08Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160908.npy,data/raw/arducam/confidence/1751160908.npy,data/processed/arducam/pose_coco17/1751160908.json,
1751160909,2025-06-29T01:35:09Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160909.npy,data/raw/arducam/confidence/1751160909.npy,data/processed/arducam/pose_coco17/1751160909.json,
1751160910,2025-06-29T01:35:10Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160910.npy,data/raw/arducam/confidence/1751160910.npy,data/processed/arducam/pose_coco17/1751160910.json,
1751160911,2025-06-29T01:35:11Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160911.npy,data/raw/arducam/confidence/1751160911.npy,data/processed/arducam/pose_coco17/1751160911.json,
1751160912,2025-06-29T01:35:12Z,scene_000,test,true,13,180,240,data/raw/arducam/depth/1751160912.npy,data/raw/arducam/confidence/1751160912.npy,data/processed/arducam/pose_coco17/1751160912.json,
1751160913,2025-06-29T01:35:13Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160913.npy,data/raw/arducam/confidence/1751160913.npy,data/processed/arducam/pose_coco17/1751160913.json,
1751160914,2025-06-29T01:35:14Z,scene_000,test,false,10,180,240,data/raw/arducam/depth/1751160914.npy,data/raw/arducam/confidence/1751160914.npy,data/processed/arducam/pose_coco17/1751160914.json,fewer_than_12_valid_keypoints
1751160915,2025-06-29T01:35:15Z,scene_000,test,true,13,180,240,data/raw/arducam/depth/1751160915.npy,data/raw/arducam/confidence/1751160915.npy,data/processed/arducam/pose_coco17/1751160915.json,
1751160916,2025-06-29T01:35:16Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160916.npy,data/raw/arducam/confidence/1751160916.npy,data/processed/arducam/pose_coco17/1751160916.json,
1751160917,2025-06-29T01:35:17Z,scene_000,test,true,13,180,240,data/raw/arducam/depth/1751160917.npy,data/raw/arducam/confidence/1751160917.npy,data/processed/arducam/pose_coco17/1751160917.json,
1751160918,2025-06-29T01:35:18Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160918.npy,data/raw/arducam/confidence/1751160918.npy,data/processed/arducam/pose_coco17/1751160918.json,
1751160919,2025-06-29T01:35:19Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160919.npy,data/raw/arducam/confidence/1751160919.npy,data/processed/arducam/pose_coco17/1751160919.json,
1751160920,2025-06-29T01:35:20Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160920.npy,data/raw/arducam/confidence/1751160920.npy,data/processed/arducam/pose_coco17/1751160920.json,
1751160921,2025-06-29T01:35:21Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160921.npy,data/raw/arducam/confidence/1751160921.npy,data/processed/arducam/pose_coco17/1751160921.json,
1751160922,2025-06-29T01:35:22Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160922.npy,data/raw/arducam/confidence/1751160922.npy,data/processed/arducam/pose_coco17/1751160922.json,
1751160923,2025-06-29T01:35:23Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160923.npy,data/raw/arducam/confidence/1751160923.npy,data/processed/arducam/pose_coco17/1751160923.json,
1751160924,2025-06-29T01:35:24Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160924.npy,data/raw/arducam/confidence/1751160924.npy,data/processed/arducam/pose_coco17/1751160924.json,
1751160925,2025-06-29T01:35:25Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160925.npy,data/raw/arducam/confidence/1751160925.npy,data/processed/arducam/pose_coco17/1751160925.json,
1751160926,2025-06-29T01:35:26Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160926.npy,data/raw/arducam/confidence/1751160926.npy,data/processed/arducam/pose_coco17/1751160926.json,
1751160927,2025-06-29T01:35:27Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160927.npy,data/raw/arducam/confidence/1751160927.npy,data/processed/arducam/pose_coco17/1751160927.json,
1751160928,2025-06-29T01:35:28Z,scene_000,test,true,13,180,240,data/raw/arducam/depth/1751160928.npy,data/raw/arducam/confidence/1751160928.npy,data/processed/arducam/pose_coco17/1751160928.json,
1751160929,2025-06-29T01:35:29Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160929.npy,data/raw/arducam/confidence/1751160929.npy,data/processed/arducam/pose_coco17/1751160929.json,
1751160930,2025-06-29T01:35:30Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160930.npy,data/raw/arducam/confidence/1751160930.npy,data/processed/arducam/pose_coco17/1751160930.json,
1751160931,2025-06-29T01:35:31Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160931.npy,data/raw/arducam/confidence/1751160931.npy,data/processed/arducam/pose_coco17/1751160931.json,
1751160932,2025-06-29T01:35:32Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160932.npy,data/raw/arducam/confidence/1751160932.npy,data/processed/arducam/pose_coco17/1751160932.json,
1751160933,2025-06-29T01:35:33Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160933.npy,data/raw/arducam/confidence/1751160933.npy,data/processed/arducam/pose_coco17/1751160933.json,
1751160934,2025-06-29T01:35:34Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160934.npy,data/raw/arducam/confidence/1751160934.npy,data/processed/arducam/pose_coco17/1751160934.json,
1751160935,2025-06-29T01:35:35Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160935.npy,data/raw/arducam/confidence/1751160935.npy,data/processed/arducam/pose_coco17/1751160935.json,
1751160936,2025-06-29T01:35:36Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160936.npy,data/raw/arducam/confidence/1751160936.npy,data/processed/arducam/pose_coco17/1751160936.json,
1751160937,2025-06-29T01:35:37Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160937.npy,data/raw/arducam/confidence/1751160937.npy,data/processed/arducam/pose_coco17/1751160937.json,
1751160938,2025-06-29T01:35:38Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160938.npy,data/raw/arducam/confidence/1751160938.npy,data/processed/arducam/pose_coco17/1751160938.json,
1751160939,2025-06-29T01:35:39Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160939.npy,data/raw/arducam/confidence/1751160939.npy,data/processed/arducam/pose_coco17/1751160939.json,
1751160940,2025-06-29T01:35:40Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160940.npy,data/raw/arducam/confidence/1751160940.npy,data/processed/arducam/pose_coco17/1751160940.json,
1751160941,2025-06-29T01:35:41Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160941.npy,data/raw/arducam/confidence/1751160941.npy,data/processed/arducam/pose_coco17/1751160941.json,
1751160942,2025-06-29T01:35:42Z,scene_000,test,true,15,180,240,data/raw/arducam/depth/1751160942.npy,data/raw/arducam/confidence/1751160942.npy,data/processed/arducam/pose_coco17/1751160942.json,
1751160943,2025-06-29T01:35:43Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160943.npy,data/raw/arducam/confidence/1751160943.npy,data/processed/arducam/pose_coco17/1751160943.json,
1751160944,2025-06-29T01:35:44Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160944.npy,data/raw/arducam/confidence/1751160944.npy,data/processed/arducam/pose_coco17/1751160944.json,
1751160945,2025-06-29T01:35:45Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160945.npy,data/raw/arducam/confidence/1751160945.npy,data/processed/arducam/pose_coco17/1751160945.json,
1751160946,2025-06-29T01:35:46Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160946.npy,data/raw/arducam/confidence/1751160946.npy,data/processed/arducam/pose_coco17/1751160946.json,
1751160947,2025-06-29T01:35:47Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160947.npy,data/raw/arducam/confidence/1751160947.npy,data/processed/arducam/pose_coco17/1751160947.json,
1751160948,2025-06-29T01:35:48Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160948.npy,data/raw/arducam/confidence/1751160948.npy,data/processed/arducam/pose_coco17/1751160948.json,
1751160949,2025-06-29T01:35:49Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160949.npy,data/raw/arducam/confidence/1751160949.npy,data/processed/arducam/pose_coco17/1751160949.json,
1751160950,2025-06-29T01:35:50Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160950.npy,data/raw/arducam/confidence/1751160950.npy,data/processed/arducam/pose_coco17/1751160950.json,
1751160951,2025-06-29T01:35:51Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160951.npy,data/raw/arducam/confidence/1751160951.npy,data/processed/arducam/pose_coco17/1751160951.json,
1751160952,2025-06-29T01:35:52Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160952.npy,data/raw/arducam/confidence/1751160952.npy,data/processed/arducam/pose_coco17/1751160952.json,
1751160953,2025-06-29T01:35:53Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160953.npy,data/raw/arducam/confidence/1751160953.npy,data/processed/arducam/pose_coco17/1751160953.json,
1751160954,2025-06-29T01:35:54Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160954.npy,data/raw/arducam/confidence/1751160954.npy,data/processed/arducam/pose_coco17/1751160954.json,
1751160955,2025-06-29T01:35:55Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160955.npy,data/raw/arducam/confidence/1751160955.npy,data/processed/arducam/pose_coco17/1751160955.json,
1751160956,2025-06-29T01:35:56Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160956.npy,data/raw/arducam/confidence/1751160956.npy,data/processed/arducam/pose_coco17/1751160956.json,
1751160957,2025-06-29T01:35:57Z,scene_000,test,true,17,180,240,data/raw/arducam/depth/1751160957.npy,data/raw/arducam/confidence/1751160957.npy,data/processed/arducam/pose_coco17/1751160957.json,
1751160958,2025-06-29T01:35:58Z,scene_000,test,true,16,180,240,data/raw/arducam/depth/1751160958.npy,data/raw/arducam/confidence/1751160958.npy,data/processed/arducam/pose_coco17/1751160958.json,
